day,D_encinitas,D_tepper1,D_smoombapteltd,D_dosomething,D_shinsbatch,D_speedoflight,D_hideyoshi,D_radyucsd,D_umichioeinternationalmp,D_schaefercitybulldogs,D_rotmanroxstars
64,1000.0,1800.0,2000.0,2000.0,0.0,0.0,1000.0,2000.0,1000.0,1800.0,1000.0
64,3000.0,900.0,3000.0,1000.0,1800.0,0.0,3000.0,3000.0,3000.0,1800.0,3000.0
64,3016.0,2802.0,2014.0,2822.0,3609.0,27.0,3005.0,2017.0,3034.0,1934.0,3032.0
65,3000.0,3000.0,2000.0,2700.0,1800.0,0.0,3000.0,2000.0,-124600.0,-128800.0,3000.0
65,1000.0,3000.0,3000.0,3600.0,1800.0,0.0,1000.0,3000.0,1000.0,2000.0,1000.0
65,3000.0,1800.0,3000.0,1800.0,1800.0,0.0,3000.0,3000.0,3000.0,3000.0,4000.0
65,4019.0,3806.0,3017.0,1824.0,2712.0,27.0,4008.0,3019.0,4008.0,5005.0,4034.0
66,5000.0,2000.0,3000.0,3688.0,1800.0,-91000.0,5000.0,3000.0,5000.0,5000.0,3000.0
66,1000.0,2900.0,2000.0,6000.0,2700.0,1866.0,1000.0,1000.0,1000.0,1000.0,1000.0
66,1000.0,900.0,2000.0,2000.0,1800.0,4914.0,1000.0,2000.0,1000.0,1000.0,1000.0
66,4021.0,2708.0,1019.0,3027.0,1814.0,3007.0,4011.0,2022.0,4006.0,4005.0,4037.0
67,3000.0,830.0,4000.0,-108000.0,2694.0,2000.0,3000.0,4000.0,3000.0,3000.0,3000.0
67,3000.0,2619.0,2000.0,3000.0,1800.0,7000.0,-47000.0,2000.0,3000.0,3000.0,-148000.0
67,1000.0,1585.0,3000.0,1000.0,0.0,1000.0,1000.0,2000.0,1000.0,1000.0,1000.0
67,25.0,2471.0,1022.0,4.0,3604.0,8.0,5.0,1025.0,9.0,8.0,13.0
68,0.0,1873.0,1000.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0
68,7000.0,0.0,0.0,7000.0,0.0,7000.0,7000.0,2951.0,7000.0,7000.0,7000.0
68,1000.0,0.0,1546.0,1000.0,2025.0,1000.0,1000.0,4000.0,1000.0,1000.0,1000.0
68,1026.0,5346.0,4797.0,1003.0,3618.0,1010.0,1003.0,26.0,1011.0,1010.0,1002.0
69,1000.0,900.0,2000.0,2000.0,900.0,2000.0,2000.0,3000.0,2000.0,2000.0,2000.0
69,3000.0,2332.0,1000.0,3000.0,4500.0,3000.0,3000.0,3000.0,3000.0,2800.0,3000.0
69,3000.0,2800.0,1807.0,4000.0,900.0,4000.0,4000.0,3000.0,4000.0,3600.0,4000.0
69,28.0,2714.0,3964.0,3805.0,3620.0,3012.0,3005.0,2029.0,3013.0,3612.0,3005.0
70,0.0,1800.0,5000.0,900.0,1800.0,1000.0,1000.0,1000.0,1000.0,2700.0,1000.0
70,0.0,1800.0,1000.0,900.0,900.0,2000.0,2000.0,2000.0,2000.0,900.0,2000.0
70,0.0,0.0,2000.0,2700.0,900.0,2000.0,2000.0,2000.0,2000.0,2700.0,2000.0
70,30.0,3406.0,4029.0,4509.0,2687.0,2015.0,2007.0,2031.0,2016.0,5715.0,2007.0
71,0.0,796.0,2000.0,2700.0,826.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
71,0.0,4302.0,3000.0,2700.0,4268.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
71,0.0,900.0,1000.0,2700.0,1800.0,4000.0,4000.0,2000.0,4000.0,4000.0,4000.0
71,29.0,2818.0,31.0,4511.0,3624.0,2017.0,2010.0,3033.0,2018.0,2019.0,2010.0
72,0.0,2000.0,0.0,4500.0,3600.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
72,0.0,3000.0,-121000.0,7000.0,900.0,4000.0,4000.0,3000.0,4000.0,4000.0,4000.0
72,-112000.0,2700.0,2666.0,2000.0,2681.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
72,5016.0,1921.0,1811.0,1016.0,4527.0,1021.0,1013.0,2035.0,1021.0,1021.0,1012.0
73,0.0,1977.0,1800.0,1000.0,1800.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
73,3000.0,1991.0,2700.0,2000.0,2700.0,2000.0,2000.0,3000.0,2000.0,2000.0,2000.0
73,6000.0,1711.0,2700.0,6000.0,5400.0,6000.0,6000.0,3000.0,6000.0,6000.0,6000.0
73,1003.0,830.0,4503.0,4018.0,1830.0,-45978.0,4014.0,2038.0,4023.0,4024.0,4015.0
74,3000.0,5227.0,1800.0,0.0,3600.0,0.0,0.0,3000.0,0.0,0.0,0.0
74,4000.0,4500.0,3600.0,4000.0,4500.0,4000.0,4000.0,2000.0,4000.0,4000.0,4000.0
74,2000.0,2700.0,4500.0,2000.0,2900.0,2000.0,2000.0,2000.0,2000.0,-98000.0,2000.0
74,2005.0,2725.0,3605.0,2021.0,2034.0,2012.0,2018.0,3040.0,2026.0,2016.0,2017.0
75,1000.0,2700.0,4600.0,1000.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1000.0
75,2000.0,1800.0,3000.0,2000.0,2000.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0
75,3000.0,3600.0,3700.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
76,1008.0,4529.0,3610.0,1024.0,-110969.0,1015.0,1020.0,-47959.0,1028.0,1003.0,-48980.0
76,2000.0,-110200.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
76,3000.0,2700.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
76,2000.0,3600.0,2000.0,1800.0,2000.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0
76,2010.0,908.0,2013.0,3626.0,2009.0,2016.0,2023.0,2032.0,2031.0,2005.0,2009.0
77,3000.0,4500.0,3000.0,2700.0,2700.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
77,4000.0,2700.0,4000.0,6300.0,3600.0,4000.0,4000.0,2000.0,4000.0,4000.0,4000.0
77,1000.0,7200.0,1000.0,1000.0,1800.0,1000.0,1000.0,3000.0,1000.0,1000.0,1000.0
77,3012.0,2707.0,3016.0,3028.0,2711.0,3020.0,4024.0,1034.0,3033.0,3007.0,3012.0
78,3000.0,2700.0,3000.0,3000.0,2700.0,3000.0,3000.0,2000.0,3000.0,3000.0,3000.0
78,3000.0,3600.0,3000.0,3000.0,2700.0,3000.0,-101000.0,3000.0,3000.0,3000.0,3000.0
78,1000.0,900.0,1000.0,1000.0,-48200.0,1000.0,5000.0,1000.0,1000.0,1000.0,1000.0
78,5015.0,2709.0,5019.0,5032.0,1811.0,5022.0,1010.0,1024.0,5036.0,5010.0,5014.0
79,3000.0,1800.0,3000.0,3000.0,2700.0,3000.0,3000.0,3934.0,3000.0,3000.0,3000.0
79,1000.0,3600.0,1000.0,1000.0,4500.0,1000.0,1000.0,4000.0,1000.0,1000.0,1000.0
79,2000.0,5400.0,2000.0,2000.0,3600.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0
79,2018.0,4813.0,2022.0,2035.0,3604.0,2025.0,2004.0,-147962.0,1038.0,2013.0,2017.0
80,2000.0,1000.0,2000.0,2000.0,2700.0,2000.0,2000.0,1000.0,-151000.0,-53000.0,2000.0
80,4000.0,4000.0,4000.0,3700.0,1800.0,4000.0,4000.0,4000.0,1000.0,4000.0,4000.0
80,3000.0,4000.0,3000.0,1800.0,3600.0,3000.0,3000.0,2000.0,2000.0,3000.0,3000.0
80,2021.0,2016.0,2024.0,1837.0,1807.0,2027.0,2006.0,2001.0,5007.0,2004.0,2020.0
81,2000.0,2000.0,2000.0,1800.0,1800.0,-107000.0,2000.0,2000.0,900.0,2000.0,2000.0
81,2000.0,1800.0,2000.0,1779.0,2700.0,2000.0,2000.0,2000.0,1700.0,2000.0,2000.0
81,3000.0,2700.0,3000.0,2689.0,2700.0,3000.0,4000.0,3000.0,0.0,3000.0,3000.0
81,3023.0,2719.0,3026.0,1749.0,10.0,3005.0,3008.0,2005.0,3094.0,3004.0,3022.0
82,2000.0,900.0,2000.0,-144287.0,2418.0,2000.0,3000.0,2000.0,1536.0,2000.0,2000.0
82,4000.0,2700.0,4000.0,2499.0,3370.0,4000.0,2000.0,2000.0,519.0,4000.0,4000.0
82,3000.0,2692.0,3000.0,1688.0,0.0,3000.0,4000.0,3000.0,1633.0,3000.0,2000.0
83,3026.0,3721.0,3030.0,901.0,1330.0,3004.0,3012.0,2007.0,714.0,3006.0,2025.0
83,0.0,3000.0,0.0,284.0,2354.0,0.0,2000.0,3000.0,2836.0,0.0,2000.0
83,3000.0,1000.0,3000.0,855.0,1605.0,3000.0,6000.0,1000.0,2637.0,3000.0,3000.0
83,4000.0,2000.0,4000.0,2073.0,3198.0,4000.0,-49000.0,1948.0,3472.0,4000.0,2000.0
83,3028.0,4024.0,3032.0,1270.0,1813.0,3007.0,11.0,1721.0,2500.0,3009.0,3027.0
84,0.0,2966.0,0.0,1498.0,2700.0,2000.0,3000.0,2833.0,900.0,0.0,2000.0
84,3000.0,1000.0,3000.0,3154.0,900.0,3000.0,2000.0,0.0,0.0,3000.0,3000.0
84,0.0,2000.0,0.0,0.0,1800.0,1000.0,1000.0,3000.0,900.0,2000.0,0.0
84,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,722.0,1794.0,0.0,0.0,0.0,0.0,0.0,0.0
84,3031.0,26.0,3034.0,1343.0,15.0,3010.0,3004.0,11.0,1008.0,4012.0,2030.0
85,2000.0,3700.0,2000.0,1881.0,1555.0,3000.0,3000.0,2993.0,3000.0,3000.0,2000.0
85,3000.0,2000.0,3000.0,0.0,1504.0,2000.0,2000.0,2000.0,4000.0,2000.0,3000.0
85,3000.0,3600.0,3000.0,1531.0,2520.0,0.0,0.0,3000.0,0.0,0.0,4000.0
85,3034.0,838.0,37.0,1190.0,852.0,3012.0,3006.0,2945.0,910.0,3014.0,2032.0
86,1000.0,2484.0,0.0,1616.0,1390.0,2000.0,2000.0,4000.0,1800.0,4000.0,3000.0
86,3000.0,1733.0,0.0,1753.0,900.0,3000.0,3000.0,3900.0,2700.0,1000.0,3000.0
86,3000.0,883.0,0.0,3769.0,1640.0,2000.0,2000.0,2700.0,2700.0,2000.0,2000.0
86,35.0,2342.0,37.0,2782.0,2910.0,1014.0,1008.0,1816.0,2712.0,1017.0,1035.0
87,2000.0,2932.0,0.0,3000.0,691.0,3000.0,3000.0,900.0,2565.0,3000.0,3000.0
87,3000.0,1814.0,-141800.0,2000.0,2304.0,-47000.0,3000.0,1800.0,3138.0,3900.0,3000.0
87,0.0,3576.0,1000.0,2000.0,758.0,1000.0,1000.0,3600.0,667.0,3600.0,1000.0
87,4038.0,1882.0,4013.0,8012.0,5298.0,4008.0,4011.0,3448.0,1209.0,5419.0,4037.0
88,-139000.0,5000.0,0.0,-50000.0,4500.0,0.0,0.0,7171.0,1646.0,900.0,0.0
88,2000.0,2000.0,2000.0,2000.0,1800.0,3000.0,3000.0,1800.0,2457.0,3600.0,3000.0
