day,CASH,INV,JOBIN,JOBQ,JOBOUT_075,JOBOUT_100,JOBOUT_125,JOBT_075,JOBT_100,JOBT_125,JOBREV_075,JOBREV_100,JOBREV_125,S1IN,S1Q,S1UTIL,S2Q,S2UTIL,S3Q,S3UTIL
1.0,1.0,396,4.0,0.0,1.0,0.0,0.0,0.275,0.0,0.0,1000.0,0.0,0.0,240.0,0.0,0.345,0.0,0.256,0.0,0.062
2.0,9.001,387,9.0,0.0,8.0,0.0,0.0,0.473,0.0,0.0,1000.0,0.0,0.0,540.0,0.502,0.9490000000000001,0.9209999999999999,1.0,0.363,0.64
3.0,15.004,383,4.0,0.0,6.0,0.0,0.0,0.46799999999999997,0.0,0.0,1000.0,0.0,0.0,240.0,0.068,0.43799999999999994,0.308,0.62,0.128,0.386
4.0,20.009,376,7.0,0.0,5.0,0.0,0.0,0.384,0.0,0.0,1000.0,0.0,0.0,420.0,0.34,0.753,0.384,0.866,0.0,0.391
5.0,28.015,369,7.0,0.0,8.0,0.0,0.0,0.441,0.0,0.0,1000.0,0.0,0.0,420.0,0.179,0.701,0.654,0.895,0.042,0.46399999999999997
6.0,35.023,361,8.0,0.0,7.0,0.0,0.0,0.637,0.0,0.0,1000.0,0.0,0.0,480.0,1.12,0.9159999999999999,1.649,0.996,0.095,0.392
7.0,41.033,353,8.0,0.0,6.0,0.0,0.0,0.609,0.0,0.0,1000.0,0.0,0.0,480.0,0.303,0.8809999999999999,1.979,1.0,0.087,0.527
8.0,45.973,343,10.0,0.0,5.0,0.0,0.0,0.818,0.0,0.0,985.766,0.0,0.0,600.0,1.0090000000000001,0.9940000000000001,5.091,1.0,0.0,0.139
9.0,53.089,336,7.0,0.0,9.0,0.0,0.0,1.2109999999999999,0.0,0.0,789.194,0.0,0.0,420.0,0.515,0.807,7.1370000000000005,1.0,0.0,0.391
10.0,58.349,329,7.0,0.0,7.0,0.0,0.0,1.251,0.0,0.0,749.421,0.0,0.0,420.0,0.225,0.7909999999999999,6.47,1.0,0.008,0.41
11.0,63.386,321,8.0,0.0,6.0,0.0,0.0,1.163,0.0,0.0,836.806,0.0,0.0,480.0,0.244,0.879,4.2010000000000005,1.0,1.7480000000000002,1.0
12.0,69.678,314,7.0,0.0,9.0,0.0,0.0,1.3030000000000002,0.0,0.0,697.158,0.0,0.0,420.0,0.11699999999999999,0.795,7.9270000000000005,1.0,0.207,0.565
13.0,76.223,307,7.0,0.0,9.0,0.0,0.0,1.275,0.0,0.0,725.105,0.0,0.0,420.0,0.308,0.625,5.5329999999999995,1.0,0.021,0.34
14.0,82.919,302,5.0,0.0,7.0,0.0,0.0,0.953,0.0,0.0,953.667,0.0,0.0,300.0,0.474,0.701,4.592,1.0,0.128,0.5660000000000001
15.0,89.805,289,13.0,0.0,7.0,0.0,0.0,0.905,0.0,0.0,980.501,0.0,0.0,780.0,1.568,0.93,3.074,1.0,0.013000000000000001,0.499
16.0,96.164,278,11.0,0.0,7.0,0.0,0.0,1.032,0.0,0.0,904.836,0.0,0.0,660.0,5.361000000000001,1.0,5.361000000000001,1.0,0.111,0.684
17.0,98.27,273,5.0,0.0,6.0,0.0,0.0,1.653,0.0,0.0,346.902,0.0,0.0,300.0,3.7769999999999997,1.0,9.097000000000001,1.0,0.05,0.45299999999999996
18.0,98.431,266,7.0,0.0,5.0,0.0,0.0,2.108,0.0,0.0,26.928,0.0,0.0,420.0,1.4469999999999998,0.955,12.254000000000001,1.0,0.0,0.467
19.0,98.456,258,8.0,0.0,7.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,480.0,0.231,0.708,14.158,1.0,0.015,0.45
20.0,98.482,249,9.0,0.0,8.0,0.0,0.0,2.447,0.0,0.0,0.0,0.0,0.0,540.0,0.415,0.9440000000000001,14.758,1.0,0.0,0.259
21.0,98.508,239,10.0,0.0,6.0,0.0,0.0,2.233,0.0,0.0,0.0,0.0,0.0,600.0,1.368,0.898,14.675999999999998,1.0,0.006,0.49700000000000005
22.0,98.534,230,9.0,0.0,8.0,0.0,0.0,2.283,0.0,0.0,0.0,0.0,0.0,540.0,2.29,1.0,17.234,1.0,0.0,0.292
23.0,98.559,223,7.0,0.0,6.0,0.0,0.0,2.4819999999999998,0.0,0.0,0.0,0.0,0.0,420.0,1.249,1.0,19.159000000000002,1.0,0.21899999999999997,0.617
24.0,98.585,216,7.0,0.0,7.0,0.0,0.0,2.867,0.0,0.0,0.0,0.0,0.0,420.0,0.237,0.7,20.730999999999998,1.0,0.109,0.583
25.0,98.611,212,4.0,0.0,10.0,0.0,0.0,3.083,0.0,0.0,0.0,0.0,0.0,240.0,0.145,0.551,19.02,1.0,0.28800000000000003,0.732
26.0,98.637,206,6.0,0.0,9.0,0.0,0.0,2.924,0.0,0.0,0.0,0.0,0.0,360.0,0.105,0.674,15.154000000000002,1.0,0.068,0.33399999999999996
27.0,98.662,203,3.0,0.0,8.0,0.0,0.0,2.497,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.239,10.12,1.0,0.08199999999999999,0.456
28.0,104.769,199,4.0,0.0,12.0,0.0,0.0,1.442,0.0,0.0,506.734,0.0,0.0,240.0,0.001,0.516,3.728,0.995,0.147,0.363
29.0,110.797,188,11.0,0.0,6.0,0.0,0.0,0.541,0.0,0.0,1000.0,0.0,0.0,660.0,0.883,0.965,0.993,0.975,0.259,0.852
30.0,118.563,181,7.0,0.0,8.0,0.0,0.0,0.9109999999999999,0.0,0.0,966.972,0.0,0.0,420.0,1.328,0.978,4.065,1.0,0.364,0.662
31.0,126.385,173,8.0,0.0,8.0,0.0,0.0,0.895,0.0,0.0,973.74,0.0,0.0,480.0,0.126,0.708,3.11,1.0,0.11800000000000001,0.43200000000000005
32.0,133.416,168,5.0,0.0,7.0,0.0,0.0,0.802,0.0,0.0,999.658,0.0,0.0,300.0,0.304,0.695,3.515,1.0,0.188,0.624
33.0,88.449,154,14.0,0.0,5.0,0.0,0.0,0.8,0.0,0.0,1000.0,0.0,0.0,840.0,2.614,0.953,2.094,1.0,0.557,0.6890000000000001
34.0,95.081,147,7.0,0.0,8.0,0.0,0.0,1.1740000000000002,0.0,0.0,825.998,0.0,0.0,420.0,2.988,1.0,6.132999999999999,1.0,0.374,0.5870000000000001
35.0,96.49,138,9.0,0.0,6.0,0.0,0.0,1.7690000000000001,0.0,0.0,230.654,0.0,0.0,540.0,2.745,1.0,8.875,1.0,0.315,0.698
36.0,97.883,128,10.0,0.0,7.0,0.0,0.0,1.814,0.0,0.0,195.294,0.0,0.0,600.0,3.443,1.0,10.924000000000001,1.0,0.433,0.846
37.0,98.142,118,10.0,0.0,7.0,0.0,0.0,2.0469999999999997,0.0,0.0,33.335,0.0,0.0,600.0,1.868,1.0,13.899000000000001,1.0,0.0,0.315
38.0,98.167,115,3.0,0.0,6.0,0.0,0.0,2.371,0.0,0.0,0.0,0.0,0.0,180.0,2.019,0.7659999999999999,15.254000000000001,1.0,0.513,0.953
39.0,98.193,115,0.0,0.0,5.0,0.0,0.0,2.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.466,1.0,0.262,0.643
40.0,99.219,114,1.0,0.0,14.0,0.0,0.0,2.371,0.0,0.0,71.429,0.0,0.0,60.0,0.0,0.10800000000000001,2.9189999999999996,0.586,0.0,0.276
41.0,100.245,111,3.0,0.0,1.0,0.0,0.0,0.32,0.0,0.0,1000.0,0.0,0.0,180.0,0.021,0.324,0.11800000000000001,0.276,0.0,0.061
42.0,104.271,107,4.0,0.0,4.0,0.0,0.0,0.363,0.0,0.0,1000.0,0.0,0.0,240.0,0.248,0.43200000000000005,0.19699999999999998,0.491,0.0,0.23
43.0,35.29,98,9.0,0.0,4.0,0.0,0.0,0.493,0.0,0.0,1000.0,0.0,0.0,540.0,0.9259999999999999,0.49200000000000005,0.028999999999999998,0.58,0.085,0.46799999999999997
44.0,44.301,91,7.0,0.0,9.0,0.0,0.0,0.624,0.0,0.0,1000.0,0.0,0.0,420.0,2.833,1.0,0.105,0.715,0.055999999999999994,0.585
45.0,52.314,87,4.0,0.0,8.0,0.0,0.0,0.523,0.0,0.0,1000.0,0.0,0.0,240.0,0.33,0.614,0.0,0.371,0.153,0.637
46.0,8.328,80,7.0,0.0,6.0,0.0,0.0,0.409,0.0,0.0,1000.0,0.0,0.0,420.0,0.574,0.687,0.035,0.436,0.0,0.326
47.0,15.331,71,9.0,0.0,7.0,0.0,0.0,0.375,0.0,0.0,1000.0,0.0,0.0,540.0,0.578,1.0,0.012,0.578,0.10300000000000001,0.637
48.0,23.336,64,7.0,0.0,8.0,0.0,0.0,0.48100000000000004,0.0,0.0,1000.0,0.0,0.0,420.0,0.47200000000000003,0.787,0.099,0.568,0.495,0.513
49.0,31.343,57,7.0,0.0,8.0,0.0,0.0,0.364,0.0,0.0,1000.0,0.0,0.0,420.0,0.16699999999999998,0.816,0.0,0.514,0.11900000000000001,0.688
50.0,38.352,49,8.0,0.0,7.0,0.0,0.0,0.39299999999999996,0.0,0.0,1000.0,0.0,0.0,480.0,1.016,0.831,0.0,0.467,0.019,0.461
51.0,48.363,40,9.0,0.0,10.0,0.0,0.0,0.423,0.0,0.0,1000.0,0.0,0.0,540.0,0.38,0.938,0.0,0.547,0.32,0.775
52.0,53.377,29,11.0,0.0,5.0,0.0,0.0,0.29600000000000004,0.0,0.0,1000.0,0.0,0.0,660.0,1.107,0.831,0.0,0.45799999999999996,0.086,0.40700000000000003
53.0,64.392,22,7.0,0.0,11.0,0.0,0.0,0.6609999999999999,0.0,0.0,1000.0,0.0,0.0,420.0,1.883,1.0,0.419,0.72,0.39299999999999996,0.757
54.0,73.41,13,9.0,0.0,9.0,0.0,0.0,0.409,0.0,0.0,1000.0,0.0,0.0,540.0,0.966,0.9159999999999999,0.01,0.57,0.004,0.522
55.0,79.43,5,8.0,0.0,6.0,0.0,0.0,0.644,0.0,0.0,1000.0,0.0,0.0,480.0,3.073,1.0,0.0,0.527,1.4369999999999998,0.8190000000000001
56.0,89.008,0,5.0,0.0,10.0,0.0,0.0,0.785,0.0,0.0,955.588,0.0,0.0,300.0,0.41600000000000004,0.636,0.021,0.47,1.225,0.955
57.0,90.031,0,0.0,0.0,1.0,0.0,0.0,0.595,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.047
58.0,3.245,105,15.0,2.613,0.0,2.0,0.0,0.0,0.768,0.0,0.0,900.0,0.0,900.0,3.045,0.44299999999999995,0.233,0.331,0.099,0.21
59.0,13.457,92,13.0,0.0,0.0,12.0,0.0,0.0,1.01,0.0,0.0,850.877,0.0,780.0,2.705,1.0,3.877,1.0,1.5590000000000002,0.992
60.0,23.478,83,9.0,0.0,0.0,12.0,0.0,0.0,1.026,0.0,0.0,834.654,0.0,540.0,0.24100000000000002,0.5539999999999999,3.221,0.89,5.47,1.0
61.0,29.044,74,9.0,0.0,6.0,2.0,0.0,1.2770000000000001,1.3230000000000002,0.0,723.347,609.344,0.0,540.0,0.0,0.434,0.10400000000000001,0.516,8.027999999999999,1.0
62.0,38.163,68,6.0,0.0,12.0,0.0,0.0,1.23,0.0,0.0,759.25,0.0,0.0,360.0,0.06,0.376,0.16399999999999998,0.573,7.169,1.0
63.0,49.04,60,8.0,0.0,11.0,0.0,0.0,0.584,0.0,0.0,987.727,0.0,0.0,480.0,0.0,0.43200000000000005,0.011000000000000001,0.622,0.45299999999999996,0.5479999999999999
64.0,57.054,51,9.0,0.0,8.0,0.0,0.0,0.365,0.0,0.0,1000.0,0.0,0.0,540.0,0.027000000000000003,0.45,0.244,0.551,0.483,0.725
65.0,66.07,39,12.0,0.0,9.0,0.0,0.0,0.5529999999999999,0.0,0.0,1000.0,0.0,0.0,720.0,0.026000000000000002,0.649,0.102,0.67,1.781,1.0
66.0,78.089,29,10.0,0.0,12.0,0.0,0.0,0.631,0.0,0.0,1000.0,0.0,0.0,600.0,0.0,0.524,0.292,0.701,3.284,1.0
67.0,87.111,19,10.0,0.0,9.0,0.0,0.0,0.41100000000000003,0.0,0.0,1000.0,0.0,0.0,600.0,0.002,0.491,0.215,0.647,0.3,0.7170000000000001
68.0,96.135,10,9.0,0.0,9.0,0.0,0.0,0.321,0.0,0.0,1000.0,0.0,0.0,540.0,0.059000000000000004,0.5539999999999999,0.121,0.616,0.43,0.589
69.0,105.162,2,8.0,0.0,9.0,0.0,0.0,0.629,0.0,0.0,1000.0,0.0,0.0,480.0,0.0,0.461,0.332,0.664,2.198,0.89
70.0,112.19,0,3.0,0.759,7.0,0.0,0.0,0.7140000000000001,0.0,0.0,1000.0,0.0,0.0,180.0,0.0,0.10800000000000001,0.0,0.262,1.796,0.7120000000000001
71.0,112.219,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72.0,112.249,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.0,1.265,136,9.0,1.5630000000000002,2.0,0.0,0.0,2.198,0.0,0.0,500.0,0.0,0.0,540.0,0.768,0.44299999999999995,0.156,0.32899999999999996,0.22899999999999998,0.226
74.0,15.267,126,10.0,0.0,14.0,0.0,0.0,0.589,0.0,0.0,1000.0,0.0,0.0,600.0,0.187,0.595,1.0390000000000001,0.927,1.521,0.732
75.0,25.273,118,8.0,0.0,10.0,0.0,0.0,0.379,0.0,0.0,1000.0,0.0,0.0,480.0,0.032,0.473,0.049,0.49700000000000005,0.359,0.6679999999999999
76.0,33.28,110,8.0,0.0,8.0,0.0,0.0,0.35200000000000004,0.0,0.0,1000.0,0.0,0.0,480.0,0.033,0.43200000000000005,0.21600000000000003,0.625,0.006,0.516
77.0,42.29,100,10.0,0.0,9.0,0.0,0.0,0.292,0.0,0.0,1000.0,0.0,0.0,600.0,0.031,0.495,0.024,0.552,0.019,0.368
78.0,52.303,85,15.0,0.0,10.0,0.0,0.0,0.309,0.0,0.0,1000.0,0.0,0.0,900.0,0.146,0.778,0.373,0.79,0.215,0.5589999999999999
79.0,65.318,77,8.0,0.0,13.0,0.0,0.0,0.556,0.0,0.0,1000.0,0.0,0.0,480.0,0.037000000000000005,0.47600000000000003,0.569,0.677,2.009,0.977
80.0,73.336,69,8.0,0.0,8.0,0.0,0.0,0.317,0.0,0.0,1000.0,0.0,0.0,480.0,0.0,0.424,0.055,0.556,0.046,0.598
81.0,83.356,59,10.0,0.0,10.0,0.0,0.0,0.355,0.0,0.0,1000.0,0.0,0.0,600.0,0.026000000000000002,0.579,0.419,0.8290000000000001,0.11900000000000001,0.611
82.0,93.379,47,12.0,0.0,10.0,0.0,0.0,0.386,0.0,0.0,1000.0,0.0,0.0,720.0,0.162,0.595,0.15,0.6459999999999999,0.672,0.787
83.0,105.405,33,14.0,0.0,12.0,0.0,0.0,0.478,0.0,0.0,1000.0,0.0,0.0,840.0,0.033,0.733,0.27,0.802,1.47,1.0
84.0,115.434,26,7.0,0.0,10.0,0.0,0.0,0.7020000000000001,0.0,0.0,1000.0,0.0,0.0,420.0,0.073,0.452,0.099,0.644,3.7119999999999997,1.0
85.0,122.465,17,9.0,0.0,7.0,0.0,0.0,0.7090000000000001,0.0,0.0,1000.0,0.0,0.0,540.0,0.048,0.486,0.128,0.525,2.1590000000000003,1.0
86.0,131.498,8,9.0,0.0,9.0,0.0,0.0,0.645,0.0,0.0,1000.0,0.0,0.0,540.0,0.158,0.424,0.13,0.537,1.9680000000000002,0.8290000000000001
87.0,140.534,0,9.0,0.011000000000000001,9.0,0.0,0.0,0.41100000000000003,0.0,0.0,1000.0,0.0,0.0,540.0,0.021,0.455,0.158,0.551,0.5579999999999999,0.826
88.0,148.572,181,3.0,0.628,8.0,0.0,0.0,0.489,0.0,0.0,1000.0,0.0,0.0,180.0,0.10800000000000001,0.254,0.024,0.42100000000000004,0.73,0.56
89.0,18.583,170,11.0,0.0,9.0,0.0,0.0,0.354,0.0,0.0,1000.0,0.0,0.0,660.0,0.1,0.594,0.11599999999999999,0.64,0.212,0.466
90.0,28.589,159,11.0,0.0,10.0,0.0,0.0,0.401,0.0,0.0,1000.0,0.0,0.0,660.0,0.005,0.516,0.045,0.662,0.6,0.799
91.0,36.598,148,11.0,0.0,8.0,0.0,0.0,0.564,0.0,0.0,1000.0,0.0,0.0,660.0,0.18899999999999997,0.6709999999999999,0.14300000000000002,0.74,2.256,1.0
92.0,42.473,138,10.0,0.0,6.0,0.0,0.0,0.809,0.0,0.0,977.508,0.0,0.0,600.0,0.011000000000000001,0.475,0.12,0.534,5.3839999999999995,1.0
93.0,55.863,130,8.0,0.0,15.0,0.0,0.0,0.98,0.0,0.0,891.858,0.0,0.0,480.0,0.0,0.47200000000000003,0.182,0.614,6.155,1.0
94.0,65.879,121,9.0,0.0,10.0,0.0,0.0,0.43799999999999994,0.0,0.0,1000.0,0.0,0.0,540.0,0.016,0.44299999999999995,0.16399999999999998,0.608,0.8809999999999999,0.797
95.0,73.897,110,11.0,0.0,8.0,0.0,0.0,0.506,0.0,0.0,1000.0,0.0,0.0,660.0,0.006999999999999999,0.6609999999999999,0.268,0.804,1.357,0.855
96.0,86.918,99,11.0,0.0,13.0,0.0,0.0,0.44299999999999995,0.0,0.0,1000.0,0.0,0.0,660.0,0.05,0.594,0.53,0.792,0.99,0.7290000000000001
97.0,96.942,87,12.0,0.0,10.0,0.0,0.0,0.47100000000000003,0.0,0.0,1000.0,0.0,0.0,720.0,0.053,0.546,0.077,0.5870000000000001,1.42,1.0
98.0,108.969,76,11.0,0.0,12.0,0.0,0.0,0.354,0.0,0.0,1000.0,0.0,0.0,660.0,0.122,0.695,0.281,0.7559999999999999,0.474,0.634
99.0,65.987,71,5.0,0.0,7.0,0.0,0.0,0.359,0.0,0.0,1000.0,0.0,0.0,300.0,0.0,0.27,0.049,0.384,0.114,0.498
100.0,75.006,62,9.0,0.0,9.0,0.0,0.0,0.34,0.0,0.0,1000.0,0.0,0.0,540.0,0.077,0.433,0.068,0.528,0.133,0.47
101.0,87.727,41,21.0,0.0,10.0,3.0,0.0,0.405,0.418,0.0,1000.0,900.0,0.0,1260.0,0.809,0.93,0.7859999999999999,0.8859999999999999,1.072,0.7709999999999999
102.0,97.651,30,11.0,0.0,0.0,11.0,0.0,0.0,0.635,0.0,0.0,900.0,0.0,660.0,2.086,0.826,2.209,1.0,2.9219999999999997,0.843
103.0,107.18,17,13.0,0.0,0.0,12.0,0.0,0.0,1.081,0.0,0.0,791.8389999999999,0.0,780.0,0.035,0.649,0.415,0.732,7.516,1.0
104.0,5.876,233,14.0,0.0,0.0,15.0,0.0,0.0,0.841,0.0,0.0,871.6030000000001,0.0,840.0,0.363,0.782,1.3219999999999998,0.986,4.412,1.0
105.0,14.615,221,12.0,0.0,0.0,10.0,0.0,0.0,0.909,0.0,0.0,873.5830000000001,0.0,720.0,0.083,0.648,0.644,0.838,7.532,1.0
106.0,30.902,209,12.0,0.0,12.0,4.0,1.0,0.8140000000000001,1.01,0.664,1000.0,870.393,800.0,720.0,0.11,0.6629999999999999,1.4480000000000002,0.997,5.2170000000000005,1.0
107.0,42.72,195,14.0,0.0,12.0,0.0,0.0,0.843,0.0,0.0,983.996,0.0,0.0,840.0,0.07,0.738,0.489,0.85,5.76,1.0
